Level,Description,1987 Feb,1987 May,1987 Aug,1987 Nov,1988 Feb,1988 May,1988 Aug,1988 Nov,1989 Feb,1989 May,1989 Aug,1989 Nov,1990 Feb,1990 May,1990 Aug,1990 Nov,1991 Feb,1991 May,1991 Aug,1991 Nov,1992 Feb,1992 May,1992 Aug,1992 Nov,1993 Feb,1993 May,1993 Aug,1993 Nov,1994 Feb,1994 May,1994 Aug,1994 Nov,1995 Feb,1995 May,1995 Aug,1995 Nov,1996 Feb,1996 May,1996 Aug,1996 Nov,1997 Feb,1997 May,1997 Aug,1997 Nov,1998 Feb,1998 May,1998 Aug,1998 Nov,1999 Feb,1999 May,1999 Aug,1999 Nov,2000 Feb,2000 May,2000 Aug,2000 Nov,2001 Feb,2001 May,2001 Aug,2001 Nov,2002 Feb,2002 May,2002 Aug,2002 Nov,2003 Feb,2003 May,2003 Aug,2003 Nov,2004 Feb,2004 May,2004 Aug,2004 Nov,2005 Feb,2005 May,2005 Aug,2005 Nov,2006 Feb,2006 May,2006 Aug,2006 Nov,2007 Feb,2007 May,2007 Aug,2007 Nov,2008 Feb,2008 May,2008 Aug,2008 Nov,2009 Feb,2009 May,2009 Aug,2009 Nov,2010 Feb,2010 May,2010 Aug,2010 Nov,2011 Feb,2011 May,2011 Aug,2011 Nov,2012 Feb,2012 May,2012 Aug,2012 Nov,2013 Feb,2013 May,2013 Aug,2013 Nov,2014 Feb,2014 May,2014 Aug,2014 Nov,2015 Feb,2015 May,2015 Aug,2015 Nov
3,Clerical and Administrative Workers-Part time,249.08865247,248.41951792,246.38366648,253.97195816,258.24767417,277.34900561,269.18107429,280.07805524,276.93201802,283.546391,288.90883737,293.35510921,292.13776311,305.66996755,292.21076858,283.50870051,297.16812468,303.56667573,300.89829303,299.48659305,292.2659427,305.23988993,321.83894944,293.42089213,296.21481609,316.7962899,316.24735541,328.61731789,327.78067392,320.99704715,326.73746537,338.13039707,354.03307673,352.78473163,345.82468268,351.22973667,354.59044572,360.87752727,360.18594247,365.98230051,366.2907256,379.04447117,373.16509121,364.36857272,384.40537826,395.09814977,394.82243188,382.22881264,371.33531138,393.81365544,392.69745625,409.21527891,409.49035512,416.97958596,419.08384359,402.06236217,413.73374975,431.30790496,452.54747282,440.19785632,444.09690189,459.35548587,437.51955799,461.92914303,462.07119181,477.139112,454.38114776,451.5888783,431.38874447,448.25348444,436.27959351,443.45186473,438.64399016,459.94881464,480.07053319,475.09135023,477.11930657,491.51688071,459.50858243,447.90893606,453.21041918,483.25804955,482.20414852,484.17897345,464.76190335,469.49475164,471.16905295,479.40883991,480.71370805,500.43498816,489.9327377,492.97264069,492.13828597,499.36953572,475.97023485,475.87227302,475.61459471,502.79897536,508.48547151,526.69914332,497.65773732,485.59534131,504.17413954,497.29252692,505.98859079,507.57082807,510.00384357,480.86838296,486.76156535,491.72763246,520.50828289,500.73903704,515.4598486,506.22636232,509.03678974,497.58085215
3,Community and Personal Service Workers-Full time,233.33784561,227.07072431,236.84471904,239.44855206,249.98219257,255.47200367,274.85890639,271.76486003,263.92877309,260.70092611,260.52791311,278.51756515,286.56615888,290.36874268,286.13522636,273.59374019,262.44126846,276.14346789,283.22443271,276.37509542,285.64772605,286.87171331,275.00626135,283.06330941,275.64835885,282.63138676,268.28100496,279.43459423,294.42226013,302.1193239,288.62591627,305.01710281,305.2893747,316.90004944,321.92215845,322.2367709,308.7436001,313.16513151,336.79195345,339.89657302,343.47383416,344.16942521,337.0764413,360.55006266,357.58021599,356.32501042,346.45370261,358.67858735,360.42245532,352.4381021,347.11787344,364.02157559,362.54010928,347.64177711,355.45420195,364.24686252,382.59416925,371.7157074,379.20009632,380.79931889,373.38687999,377.86668754,382.7400988,395.78680549,398.44751912,384.985059,386.15151229,401.42570842,409.04026228,391.60490351,403.3639852,421.96339385,424.33564455,410.12711115,423.0580862,441.22997561,430.16186582,431.75248012,412.69429466,430.93978889,458.96281114,467.16936632,461.71939637,467.66507269,462.09328963,457.65774489,453.14710559,483.23690746,483.9751282,485.79882634,455.71992588,467.00837018,473.58157959,456.73527184,491.11270582,520.6004054,490.86367795,476.03132032,503.16423915,523.95963388,518.34174967,497.56301776,488.06714149,519.00676169,533.22371693,539.14917981,515.17050125,547.59824008,561.65695878,541.60245275,530.32069524,519.40150578,552.39780224,535.32040557,544.86461768,548.25130217
3,Community and Personal Service Workers-Part time,142.80310145,164.87053636,162.20866769,165.54706953,152.48906145,169.96368085,166.09777256,172.61626044,173.92953228,188.74396949,187.83372215,181.57190856,178.13116002,204.28080738,206.23695371,210.28750488,198.87099336,214.98343412,205.33128875,217.28314739,206.20807581,222.53499618,230.93554426,235.23156317,211.9598896,216.59021422,212.73366584,235.42381475,215.34239743,236.76345699,241.80674008,246.28674509,243.83118139,257.60372826,269.14266307,272.60333844,249.28689334,267.94679139,274.41559063,294.77380851,297.0456215,310.6989686,291.26606945,307.93253183,294.25542723,310.100427,319.97941229,318.99895437,325.76005308,346.97507049,328.59526576,320.5857323,318.62491328,364.49762428,360.08783859,350.33595242,339.07703726,364.49763476,366.68698903,368.65591391,373.60993462,379.92361036,377.81305818,392.22691014,386.02967237,404.0718099,398.05935892,390.45903241,392.96042843,425.53122626,410.86063355,399.52413395,391.09831149,421.51526007,432.56544744,427.32586439,391.01344951,437.94402394,444.84131843,445.34073195,443.47135039,462.47466516,429.5832957,421.36780914,435.74488725,483.73801683,465.10486786,472.63887783,478.45059344,517.17934181,537.27706843,556.04098644,503.28139461,521.87702608,544.40015996,542.73451881,529.15584217,574.67635446,580.26534709,554.66638384,543.44784962,593.56772328,576.39884849,580.36920272,609.85275172,600.10760098,598.96048106,600.65396435,579.20928011,626.31263807,609.02102352,628.15049266,647.95429658,648.52655012,674.14307706,695.92924404
3,Labourers-Full time,708.15428113,703.14879934,678.70240648,708.24145904,723.0051197,707.57993102,695.85646957,757.86919083,738.10506117,751.71412724,724.89139638,757.09693597,751.28806503,762.9302405,719.33842751,733.85749817,710.9123334,695.55105898,640.45788469,655.90798558,665.45620215,649.7840805,630.30794414,654.65038229,639.15027521,653.55046507,642.80607118,654.09596347,661.49791958,666.29595067,631.01603449,680.91943619,717.44340129,694.22353553,686.86938431,719.13130521,693.75103556,697.3330343,646.15017068,665.00383123,664.45042605,665.39263309,658.95324883,652.63606159,648.94270268,651.43992487,670.16867335,645.07695578,657.46680487,637.52262382,655.93535412,657.15962284,666.61364318,649.86391255,660.04425994,659.07047459,650.15012286,631.35862449,606.10158284,617.45337346,635.36700141,634.75002607,640.92802724,629.08858641,649.24571781,628.70667204,628.80308307,653.77883212,649.82930092,659.36952666,676.98111373,663.31988557,681.35365217,666.43883709,650.44719924,674.75781831,676.93199612,669.99330407,653.77194202,638.79562025,673.38253054,658.46863925,651.79719189,662.21045186,676.15954969,663.84783838,661.57672018,672.14436925,648.1651122,635.84421683,637.94678336,648.98218139,639.33091123,630.78323444,608.65819295,679.75877514,694.30097699,639.18467193,634.61957055,629.54398883,650.13132048,644.39519277,648.058122,648.88434957,645.6511117,616.51646704,600.0779122,596.3297658,631.35884621,627.9213928,582.82485791,610.14873567,600.83791724,598.25525719,590.47872708,615.4680273
3,Labourers-Part time,263.9604912,274.10529505,278.94056336,293.22304922,278.32880728,301.3860874,291.13480617,300.53928633,308.39292559,324.99520858,330.86439342,335.74657297,312.40553562,327.00277127,325.22015813,346.96479531,331.20230829,337.54956555,326.76060218,340.67890913,348.80586683,348.26585186,337.99696412,349.73060646,335.60106092,336.04013706,337.49866756,348.6501489,357.62530275,365.20598944,365.11008291,364.08815911,372.36168082,366.52141352,366.91078212,390.51870703,370.12067665,380.25509043,389.14215098,384.54601121,366.58939826,368.4493461,382.29711956,397.36312111,371.62428621,393.92595703,381.64802029,414.89134951,394.02589508,407.51933138,399.51912227,407.91033684,409.50872222,410.34224231,411.87807037,400.38876771,410.99812452,419.28798983,416.50409041,417.9290827,427.714985,425.69548095,448.42768791,456.91196386,434.7427093,453.58231415,443.43519122,449.53318412,423.77188,433.67262014,424.41355724,441.52466874,438.15384596,441.38276903,425.78921443,435.61083534,417.48119166,432.47458088,494.63701219,494.38280009,489.03556005,479.14189687,488.66280637,481.97543815,484.83757825,506.62381726,479.23384886,491.79728928,503.44577191,512.68275792,507.97743724,507.17598653,523.043377,518.87061154,487.85483788,495.87221108,488.50565987,516.43270878,499.5545688,495.92432195,477.17385421,498.37011032,502.71869658,498.23747219,503.8571777,518.74389597,500.85140252,517.62822503,504.84753547,532.84086853,517.41418261,505.9488639,528.2632351,539.10848439,500.48460424,505.86346223
3,Machinery Operators and Drivers-Full time,540.4961307,540.44826251,539.29654292,555.15078851,547.02167445,554.90445672,549.89968131,553.35666694,561.12860169,557.73266838,570.63096718,563.5124777,553.07173959,545.70855066,541.41350028,533.07362561,530.23176718,522.25333569,513.44622128,504.89752134,497.8710274,491.06377198,496.74109753,480.05557484,494.22811873,493.73032719,484.07537255,508.08830782,510.56494439,507.59920496,515.58417789,514.93042853,522.80218679,520.92763204,536.21954526,537.35939667,515.37819273,514.97510555,554.75255406,563.01996039,550.61910572,533.08746726,528.11671979,542.42038445,537.45298016,529.26138616,539.74835318,570.03750264,548.464524,537.35297862,533.86924701,537.09545888,529.44670745,550.90900962,533.42063103,519.02493978,521.93455113,531.04755246,531.40671114,527.32676989,530.71197908,532.00914641,530.16993787,539.92036698,544.00836968,538.18046644,523.41130933,523.45474512,538.18902176,546.38492435,536.89457324,549.36454946,540.92632573,547.76006885,545.53654826,545.61251773,544.74906856,552.63577826,578.28077348,606.05423512,606.86721432,607.19507156,625.38897694,641.15892698,608.95308308,621.58984646,621.40325312,639.89406626,617.3369364,598.48347855,593.30149541,571.79617092,593.22299406,606.19952511,609.19186281,606.28062796,615.16370513,624.87728104,639.81132505,681.7888315,643.25832345,635.11185165,634.20638292,679.99389396,674.19472543,651.16614855,642.31815691,657.50391501,633.34781074,634.08576353,631.3463591,634.65120917,635.29738611,650.00632358,617.1357482,621.18923954
3,Machinery Operators and Drivers-Part time,45.37482323,48.84925536,45.8967166,54.47978248,48.98626788,52.3739118,53.21444131,54.46542749,47.97739864,53.75807043,53.83243784,60.75504354,56.6254715,55.84568256,55.97675477,54.2906852,56.46455227,60.81096804,58.43229178,63.05355108,59.49803377,61.2845805,65.28583693,64.23202373,60.12478973,63.48694924,64.66916048,71.63450308,69.06104448,69.88138687,73.05374079,70.57116646,68.02898677,78.32164788,76.328958,75.44707199,74.98942712,72.54269976,76.30877848,77.08081211,77.15764481,81.06219374,79.33282912,81.70398103,72.91480604,79.45667598,80.05764072,79.80374445,78.24447173,86.52337871,75.81514486,83.90916944,87.19361039,83.08135066,79.94402263,88.60016171,83.49921945,90.96255175,96.24004692,89.01254907,95.4540992,90.33332358,89.8282849,92.67624907,91.30229983,94.47649919,103.162867,89.78511011,87.71865606,98.06940891,100.29440108,99.12654786,94.87941223,99.82535034,90.00501155,91.46208704,93.73079492,100.74142159,82.73072251,84.32336436,97.76549184,100.79832197,88.33108828,89.96787356,89.55037332,100.5128917,101.34385994,95.9210157,93.45893818,92.43399956,96.63214332,98.52953705,99.10863529,102.85112733,99.74733863,104.96815087,98.39426636,107.38140611,114.3631668,102.77487072,97.06895469,94.40161534,92.18724946,98.20082148,114.85507442,114.1413071,118.28832352,119.02731631,115.39704175,105.07737831,110.42621886,123.02324005,107.20299818,121.13386794,111.5348514,104.44946937
3,Managers-Full time,752.13657855,768.55027685,773.51681093,780.93757637,791.95590293,802.66503533,805.266623,818.87263221,813.25642064,810.99483487,809.16696177,837.5243652,852.85898654,847.24914835,847.75882616,847.70395644,838.13832725,833.80265036,820.75789979,842.73898103,811.76728165,811.14313806,826.75399692,821.52069238,832.69227741,839.37345614,848.16774872,866.57100665,838.65700379,847.92521323,867.9149679,867.03235006,826.80851442,847.61378639,826.30724352,860.25865325,874.88199041,857.97586249,887.39656657,871.95049771,881.61455613,886.38425227,865.0471075,892.24313303,860.16926245,878.28145638,882.40933029,898.95235094,897.40414873,895.97817721,923.24026128,944.31347054,949.47322697,914.01582663,923.77036742,946.05509662,944.80753291,981.76376307,978.48109418,1040.72804892,1022.48080039,1006.80501586,975.18279607,979.40548565,994.35677556,1005.67807101,997.41195432,1028.02831518,1025.223575,1013.83582416,1058.03543585,1086.12641048,1126.16127936,1087.27479079,1104.72573261,1097.88630407,1142.26199063,1102.26254551,1137.40897038,1164.35004917,1163.22418728,1167.16116379,1186.04889026,1205.96186739,1190.46895031,1208.97978882,1241.14989638,1184.50287399,1206.97237154,1242.35524353,1233.16420446,1278.40993977,1268.57310158,1299.21158348,1259.85320588,1250.87882775,1230.39130853,1258.64889297,1285.54137588,1286.03613261,1276.79999205,1290.29683514,1232.97910404,1250.1355393,1243.20724171,1292.09844064,1274.5692382,1294.18895409,1294.37223043,1296.67906174,1347.3986871,1326.46705421,1365.55037207,1322.90336502,1344.68247898,1329.32982844
3,Managers-Part time,109.22524562,115.2324373,116.03490677,105.95133318,110.59190682,115.82959802,115.54808994,114.37844672,121.93278386,119.70516806,119.32085673,125.49716896,122.70514323,130.33814233,120.45799762,132.08754482,128.42894407,127.87479019,118.37493197,127.68229484,122.9054864,130.89807876,131.83108477,130.14795357,125.58850318,129.83750951,131.89209461,133.67428221,133.25188815,132.85157268,132.0489917,139.07502137,130.85474736,140.10158209,138.10899205,136.74961571,140.16055175,139.51434368,88.75184161,95.38548612,91.60397091,90.92581948,95.75070189,86.24069295,90.58005432,101.18027864,96.78685136,90.65525313,95.12278301,94.89817642,97.21474192,95.88056791,94.21350614,98.33442118,102.53641816,110.01465537,101.40034002,108.26416255,122.12975075,127.54896611,131.85883356,126.29619316,114.74650464,120.55899856,124.81253023,130.0893307,122.93800376,124.27174537,130.25338337,132.44956225,135.1313272,144.01350674,141.81114093,147.72631695,141.58208801,148.56268593,156.01401509,153.27017773,135.03115277,148.72069754,148.75899621,147.91121956,164.49407412,164.22709452,159.45819804,164.78740936,158.99740417,162.63111591,167.70780877,160.00732012,168.57344879,165.93275085,171.6107065,182.86741109,188.19026899,175.96895232,171.12140345,177.86880074,163.43267772,176.29243455,172.1681721,198.0998009,196.16552632,167.16356612,179.10206969,191.56636949,171.1053706,187.35942755,188.85331978,194.39177995,198.39726407,187.53186293,187.23263212,188.19846846,189.5203005,213.06100884
3,Professionals-Full time,909.27204961,920.67798317,913.13589789,911.11066805,947.75704659,948.65241734,949.58710052,958.79097091,982.59742909,999.98972177,1002.25508826,1010.75722209,1019.77775957,1023.91679108,1050.89671558,1029.25004196,1040.63457232,1043.07673526,1063.28688973,1026.05476534,1041.70729158,1045.64782177,1056.22096004,1043.75503464,1041.83668857,1033.42047338,1060.62818534,1054.79872306,1070.80957788,1055.2147558,1079.75463302,1089.01030281,1099.00176573,1136.6267036,1144.87810881,1175.54485199,1167.11972235,1152.61119368,1150.97222908,1197.42154248,1172.05119577,1176.88998916,1202.98225254,1217.86660547,1229.12868797,1227.41315128,1236.93942206,1285.60940946,1308.45961926,1282.40246331,1263.69671286,1300.54322604,1317.25812488,1346.23144288,1352.13459308,1354.75827941,1397.31256665,1376.40447493,1362.87883041,1352.5262046,1384.83718621,1407.91390202,1404.105017,1415.51639148,1445.61659172,1413.50788948,1405.33633094,1443.26115674,1475.24067625,1482.77767108,1449.32089903,1453.60175907,1444.39617778,1495.68705087,1503.72661678,1522.30829459,1574.56226932,1579.99944308,1553.81490345,1569.71199337,1617.89941714,1645.61033772,1625.91774063,1665.51298666,1721.74127224,1700.06254937,1721.96817077,1741.32906794,1749.70740713,1705.72161575,1758.12104701,1803.11430421,1828.89967251,1785.13569929,1807.28111332,1800.11277949,1895.68976248,1892.82280736,1839.37384809,1824.72641054,1905.62524875,1937.75763886,1918.49419018,1949.6671675,1920.35089311,1923.26450387,1913.4265892,1893.2759932,1961.15687988,1926.08109625,1926.82241841,1942.67265881,1985.93927633,1996.95929173,1992.32727391,2027.76765087
3,Professionals-Part time,162.94498118,183.31960335,196.91861498,186.63108591,161.26121215,185.90852989,197.18687385,190.93550672,172.65506112,211.7185896,205.5089337,207.92865982,199.67740217,223.62862764,222.9843645,219.53623617,208.0081921,235.75787548,238.1123611,237.55915532,217.63652673,252.23995098,260.04550234,252.55356734,218.4864631,233.26975703,246.19861592,243.35193922,221.06327807,256.84214394,257.08867115,251.66926475,237.07159172,266.84623595,269.29515295,276.31819869,258.40216961,290.21475009,278.81341113,278.00420924,263.47791523,295.33532011,300.39361799,304.14457569,282.00456687,320.49806139,311.39196356,303.41227704,289.92275079,306.38547002,318.29937374,323.07605224,304.3040557,338.23411687,344.76102263,336.99159709,313.78906869,370.03474864,385.55359238,377.13873229,353.00664711,382.72821185,416.75061866,389.68490223,381.67984416,401.76082698,420.27869961,416.54945785,397.70163957,438.92233567,431.49894878,432.8645603,420.8240167,464.24904729,481.32805178,456.90550138,452.97498534,494.14426206,480.83443416,475.73935979,428.50828926,473.92857607,503.65155264,498.60051347,499.55582004,516.26194089,526.99173927,504.86665294,486.597656,521.66106303,535.39993462,524.05312284,552.5955743,575.73867994,590.72509989,565.7789029,540.8778944,578.14047045,571.79826239,577.43461151,566.03695321,627.37032391,597.21296946,581.37861996,583.42918307,643.43555693,618.86303163,625.5226268,603.87135801,649.64240017,685.75630232,678.27044289,669.74593592,720.46616592,719.33684438,723.24802697
3,Sales Workers-Full time,693.40446955,671.69404384,660.77440945,686.0809062,691.13708593,678.56966291,660.42725559,659.83895216,684.08450143,685.10277989,711.00428366,717.27642076,714.34471483,724.60653525,704.11624421,728.6847032,699.80431169,668.37297399,680.33739218,678.79872787,690.66078907,666.30903103,637.92181838,672.82210218,664.84287363,649.37455406,633.0390942,647.97710912,661.35717952,673.70860528,666.62203119,684.17305516,727.30111189,706.89421788,683.05250666,696.48636053,719.41795697,727.18279074,682.65205562,660.53344325,660.85401903,646.30014184,640.06955224,669.5239394,676.89109238,673.99011815,658.48924068,663.85048177,684.34992478,669.50197524,673.05553474,661.89637115,666.69028008,645.34093345,667.87566049,692.00759,668.84594685,658.55468587,624.08699272,646.04462532,628.03766416,657.33507795,662.05552967,690.85635107,696.80127741,680.5635627,662.81174328,670.95462946,673.82547592,657.13959993,652.06437793,690.91772073,707.23943032,702.2829263,708.54675866,738.35622844,721.87104426,705.86713735,708.63073952,697.25125944,713.38136395,708.96630112,695.72587752,715.53999339,723.78858269,722.78042753,721.63469972,734.03540494,708.26345989,714.0412998,708.99651855,723.40782741,676.14148458,716.77128456,735.04525858,768.02813346,746.82248108,698.72646107,723.34683664,726.26923913,704.79332203,694.86625196,697.502581,714.90750316,732.04329839,717.50680372,717.54800167,713.523894,721.39179937,697.47653553,706.64310181,710.85033305,714.06056414,742.09165698,718.18509613,744.73904285
3,Sales Workers-Part time,278.39423503,297.08424595,299.97390701,314.68599912,293.08348018,294.70176725,309.96690162,328.53602074,318.60798509,338.83151167,350.15566929,363.75054373,354.39530065,360.42356475,355.49266919,366.91816701,354.94397102,363.99787354,373.56827586,373.31476578,368.6662542,388.24461355,386.18380707,380.97450069,371.08957911,394.31963103,377.77052676,383.65479773,377.61279798,416.65471774,405.1609275,418.09438621,396.93222156,431.07321833,427.70031533,442.34018119,433.67942888,452.27918497,480.62568984,468.88338487,473.38932213,490.99235942,476.78943511,518.04431193,508.16367247,514.47709022,507.90380194,523.95779759,511.02584827,525.25396308,507.31062628,523.5121065,513.08157687,534.35972661,538.08887923,529.24605958,551.59910664,554.06846014,556.78297889,565.76752621,559.68910271,571.54568632,582.05886273,604.34000906,592.57760888,609.46783375,603.67805966,598.21941521,596.03559063,604.10495223,585.73325225,597.00429537,607.6105747,629.89289656,624.46523884,630.09868998,603.40141191,624.09458361,622.33848574,616.69274738,593.38700171,603.1935949,611.38878533,618.32920101,605.85330991,635.63271907,620.97686896,640.66482178,648.14764372,655.69494442,650.12773244,642.93421161,665.35132266,644.40879311,664.59698419,695.79419975,685.62190972,690.67998979,676.25642085,646.99128116,657.43251886,666.22107614,677.36921615,682.74692845,657.60110974,683.32400384,688.00986532,699.72881819,685.7794617,694.66351619,711.23245225,705.98967427,685.12405561,702.60890981,695.78744669,736.87779607
3,Technicians and Trades Workers-Full time,1182.57126208,1177.44715242,1185.97181652,1168.82688818,1196.60241068,1210.34401512,1234.11357079,1244.72041704,1281.87257624,1296.58586837,1284.37794682,1288.99505865,1270.56587933,1270.54635681,1261.81024701,1239.64159672,1210.83987183,1185.72489485,1175.45577144,1176.03226269,1180.45126399,1172.57108679,1154.66626123,1130.35850389,1152.89383402,1166.82146088,1157.27796922,1180.00927214,1172.14896121,1157.55115333,1169.45385945,1197.0743138,1215.09887289,1214.79652409,1204.41416357,1198.58983756,1227.05686205,1223.62011234,1209.74166066,1202.79750954,1231.26764833,1229.28842364,1195.77979135,1197.36551517,1243.65673766,1215.76863794,1201.18017876,1189.19952537,1187.66550127,1219.53461717,1218.64353218,1254.38691183,1244.11460946,1249.91501167,1236.1732725,1226.35643003,1201.99274798,1195.94384937,1197.52307008,1209.80846818,1224.81364718,1216.89535756,1196.76709318,1216.53558339,1247.31973394,1242.04715275,1254.52878197,1270.95386499,1286.14809165,1269.21366582,1241.20255371,1290.12761708,1338.12401323,1312.66553911,1314.3296736,1332.47236927,1316.04252723,1342.5423909,1346.16620881,1382.17370393,1365.16090048,1380.68376787,1384.98639568,1407.19103234,1449.55629973,1410.53522728,1438.84718741,1452.40726448,1457.89496782,1403.11447086,1322.60487377,1343.56860605,1381.88871366,1384.18336085,1400.27095103,1430.16752896,1456.78535677,1418.68105556,1369.05169179,1403.83265726,1431.7462563,1428.15187164,1433.05745212,1431.74121248,1440.35626657,1433.07530782,1411.25174163,1439.36454585,1441.9054268,1430.57812353,1430.19201707,1461.44165019,1477.2113932,1469.91642357,1453.17950621,1501.02428475
3,Technicians and Trades Workers-Part time,69.76976066,75.29541299,74.82539819,84.80323218,75.89501788,79.9360507,76.45020356,74.56771191,73.97047701,85.43357902,82.06713607,88.47553854,79.39291556,90.59779721,87.87052783,88.1330652,89.38335724,99.88027107,97.03007165,102.03832994,99.47325991,100.00330634,109.62928546,106.51898291,92.54725105,99.02577291,105.61729045,97.00542413,99.58864856,101.39509478,105.18595897,109.7690267,103.61478712,109.98431579,111.73618541,110.40563508,105.77032167,102.94392302,109.25771028,109.2924474,109.85752731,110.70315366,107.50134991,118.47501228,107.95549658,119.46042146,105.61976818,116.27634907,113.71854186,117.36793941,127.26938335,132.28501758,121.08502578,128.74059169,133.04725717,126.62335297,125.94144314,147.76161825,143.61270954,143.82683318,135.5698348,141.82924761,146.08134611,146.87667571,154.5794507,161.60643978,149.87497877,146.99309201,156.33131233,167.02085222,164.90442135,167.24711827,153.99407641,180.70056585,171.5554084,170.76801314,185.35898269,190.08275108,189.02912433,181.40596535,193.60886078,209.09594034,200.38675996,201.98868549,198.40101693,199.68931034,201.98669869,192.20320189,208.22843022,223.90079708,224.14951735,216.95775051,215.80435292,225.91970546,222.42628097,210.41885543,218.50309312,217.41290696,206.3578605,252.71606936,239.06601897,244.64775092,221.3181608,230.70014683,225.78918689,229.4136843,239.82479246,231.71425748,239.55941109,235.90679997,255.77195829,239.30234704,230.37421273,246.07788482,251.03598849,237.14139104
4,Clerical and Administrative Workers-Full time-Females,496.13038083,511.28597194,505.75448627,497.13023721,531.30163941,544.03327498,536.05392043,552.27575415,561.22216837,563.28852371,553.60097639,578.56088018,576.75781902,559.0086711,554.06147579,561.81379395,569.3839209,555.51576677,552.51931057,522.27294562,537.61767666,536.12639871,522.17515181,512.20530208,540.97281896,538.00313583,539.31809609,541.64671958,550.1097105,559.22333152,556.29304559,553.60906115,553.13523555,562.38029566,583.17482863,560.11605338,568.86602813,574.24226437,584.96049224,575.09025863,574.17926625,554.00071455,553.33908589,576.89681851,576.92480651,548.89288523,560.94085352,556.74926052,568.750595,571.69820117,578.89762282,582.68723379,589.83943771,619.87892886,620.48140307,625.80310867,626.26926416,598.79251857,586.58454693,581.52199036,595.40733163,553.64024178,570.1171491,574.57604116,585.36989767,582.46147582,601.20489137,587.03875337,592.33520723,590.57141258,572.74017731,582.80828476,593.78455378,591.04355963,587.07471858,578.15029735,599.76371305,598.83367893,617.56238994,624.35446958,629.65885039,621.99575241,621.5875848,627.55062378,641.39124166,641.25991244,640.83781954,619.64375137,640.24024858,621.8358328,592.41441441,601.36547051,608.15808527,605.16021401,588.0915086,622.35209721,599.39786858,634.65894254,616.47686241,634.55759109,651.66204695,656.64835173,655.03331574,648.68006189,649.40532408,611.42011647,629.18984599,642.59463453,626.81538172,655.47040693,605.241345,598.01533181,606.27862466,584.05313509,591.33040789,628.44215188
4,Clerical and Administrative Workers-Full time-Males,185.1884641,176.02393856,177.07779097,175.94071559,189.65784952,175.1644028,168.44270071,175.00075433,185.89471033,187.94756915,180.32549308,173.03535178,182.28844758,186.34127959,176.0020297,177.57706786,181.92377772,178.85411113,172.70929266,170.76672871,170.53674824,163.17174422,169.85863563,176.20550887,177.08171047,174.23526882,163.18221212,170.29213052,177.70433014,187.67983809,180.23663041,173.80315488,176.26719545,161.60198247,174.03304676,174.92639573,184.38817495,169.44562517,154.94605897,164.70777607,167.46537308,167.461761,162.44563899,174.30940909,170.34641017,166.97038653,160.69381971,155.91625225,164.33495323,161.35399928,162.44633626,165.18934436,170.92631577,166.63327883,172.80614873,181.13378199,186.99044108,172.86286726,165.57484103,169.35776567,176.26710753,169.75038654,174.99457875,179.85044112,183.63819719,171.7533311,171.48313845,181.44371629,168.46055931,174.55135393,182.36730207,189.93638552,201.27815063,192.23417172,185.52918365,178.39933482,177.69877887,173.90043482,188.49217416,193.49932488,200.70009445,194.95467918,184.52297644,181.67350414,210.59128862,186.85216421,184.07194433,190.0191153,197.42262765,195.60851746,194.91800465,186.98167261,196.42430181,201.34354503,200.40692877,198.95799946,208.96629417,187.15802151,195.31596356,195.20485076,205.32559426,200.08822423,189.17375903,199.22781526,206.40413649,219.16455176,211.9506896,199.0170832,188.28012695,212.89091641,203.4463651,209.12126459,215.20176618,209.58837886,199.56749632,204.90354134
4,Clerical and Administrative Workers-Part time-Females,242.51058633,238.5956735,237.59409408,244.86756348,250.43808093,266.91540578,262.06896889,269.80626224,268.71204819,273.03036617,278.11736043,284.14328754,282.85933058,294.29520613,282.40267719,272.73753117,285.20719546,290.38552174,286.37701172,287.40459416,281.24872373,291.85421065,309.81006868,280.43150206,285.99833431,303.99360317,303.57005572,316.09995957,312.63654612,306.42584379,310.38455699,321.17121829,337.53017242,335.17934985,329.3367301,334.58868147,339.20586616,341.6368818,346.41931626,350.03210458,353.67007442,361.59623025,356.05005262,347.11795644,367.68651775,372.11065504,375.66697955,365.96262461,355.38919026,376.12205436,372.51615777,388.4993246,390.4447533,393.18664478,393.75114679,382.43454808,389.81734362,407.09908835,427.81705696,417.06158498,421.52831786,432.63251947,409.75363986,434.67743327,433.13359245,446.88886317,430.26211499,428.96758703,406.3616694,417.2469778,413.2837618,415.91915976,409.77610872,437.58100199,452.15356884,450.00443598,452.44128518,464.20920572,433.37558668,419.52570416,423.6002535,450.09402103,449.787838,454.62270497,435.30321969,445.57346004,444.27466492,452.26168256,453.09039561,469.2764329,457.75840475,457.73786474,460.96912602,464.63286191,442.57950794,443.38443564,446.47593993,469.44119133,477.89332092,489.11151673,463.12326713,449.84436522,466.57583061,460.21477997,474.99911257,465.26484844,469.4038831,441.67048785,447.9713922,447.21078504,483.35185378,467.35304203,472.02125851,470.74384349,464.31684043,462.42187079
