"Level","Description","1986 Aug","1986 Nov","1987 Feb","1987 May","1987 Aug","1987 Nov","1988 Feb","1988 May","1988 Aug","1988 Nov","1989 Feb","1989 May","1989 Aug","1989 Nov","1990 Feb","1990 May","1990 Aug","1990 Nov","1991 Feb","1991 May","1991 Aug","1991 Nov","1992 Feb","1992 May","1992 Aug","1992 Nov","1993 Feb","1993 May","1993 Aug","1993 Nov","1994 Feb","1994 May","1994 Aug","1994 Nov","1995 Feb","1995 May","1995 Aug","1995 Nov","1996 Feb","1996 May","1996 Aug","1996 Nov","1997 Feb","1997 May","1997 Aug","1997 Nov","1998 Feb","1998 May","1998 Aug","1998 Nov","1999 Feb","1999 May","1999 Aug","1999 Nov","2000 Feb","2000 May","2000 Aug","2000 Nov","2001 Feb","2001 May","2001 Aug","2001 Nov","2002 Feb","2002 May","2002 Aug","2002 Nov","2003 Feb","2003 May","2003 Aug","2003 Nov","2004 Feb","2004 May","2004 Aug","2004 Nov","2005 Feb","2005 May","2005 Aug","2005 Nov","2006 Feb","2006 May","2006 Aug","2006 Nov","2007 Feb","2007 May","2007 Aug","2007 Nov","2008 Feb","2008 May","2008 Aug","2008 Nov","2009 Feb","2009 May","2009 Aug","2009 Nov","2010 Feb","2010 May","2010 Aug","2010 Nov","2011 Feb","2011 May","2011 Aug","2011 Nov","2012 Feb","2012 May","2012 Aug","2012 Nov","2013 Feb","2013 May","2013 Aug","2013 Nov","2014 Feb","2014 May","2014 Aug","2014 Nov","2015 Feb","2015 May","2015 Aug","2015 Nov","2016 Feb","2016 May","2016 Aug","2016 Nov","2017 Feb","2017 May","2017 Aug","2017 Nov","2018 Feb","2018 May"
3,"Technicians and Trades Workers-Food Trades Workers",84.76310523,89.24522043,85.31601958,90.85991657,88.57873653,93.00241414,90.61059871,90.64018586,88.14456437,93.12963449,98.4374264,100.94966869,98.75059594,98.11416836,93.22423389,102.49660819,100.43328917,98.61610447,96.17970336,96.38633892,90.44461671,94.06089764,103.43366025,99.18087776,96.7705937,96.94935647,91.081035,99.96476426,98.2388611,98.98580315,100.44724654,107.04731932,109.51341935,114.19399938,109.39328048,110.35556482,106.9388706,104.32541991,108.90721355,110.07737069,106.36536573,102.21777975,119.75673788,115.09675398,111.11814064,119.03696594,118.05013116,120.12288157,118.71642921,116.15587342,120.17786376,119.11693752,120.31537413,128.05213973,113.25874025,117.45624118,124.48407138,129.01519514,127.84011566,123.60534071,127.69696771,132.2843619,129.9099161,120.11493181,113.3945117,114.9042469,128.90801967,127.00424188,132.28991798,132.68977555,129.68767656,120.75408468,115.27437083,130.37941692,130.53445806,130.47016943,131.47421475,131.61766602,133.40999748,133.81775781,128.22769506,134.2070848,148.45245705,155.5865396,153.99856578,149.452727,154.93956111,151.75304474,147.557011,149.59386298,157.7939777,158.28560095,146.72243401,143.25821463,148.01434151,154.44339371,142.06215497,157.23821245,154.91252683,158.33727155,151.23724084,167.08367112,165.81377931,177.59376917,172.9198468,163.753691,150.98282953,157.11803482,161.41641969,159.29618538,158.69502708,154.55414372,164.0239349,175.56560667,168.1617888,170.37936635,174.44875567,179.00183565,183.42758463,157.03476228,170.39729719,164.66096186,178.53056807,186.69670161,182.13928578,193.62121242,197.85002017,204.98320671
3,"Technicians and Trades Workers-Other Technicians and Trades Workers",186.92154731,187.70112534,181.62605412,182.03329937,195.77816467,195.38718236,191.78380812,184.83245374,193.9605926,194.09119814,201.1248644,198.22092811,200.49449892,196.41323951,188.43168628,203.48974966,195.72068673,184.25354297,174.49264462,178.25048383,185.7737591,184.04824751,186.04533987,192.95809131,187.89951688,181.02360645,185.07788198,179.97741323,171.22559817,170.68559153,175.67210945,180.56196759,187.04687609,191.50369897,194.65391908,181.51071785,180.94723154,185.12741463,189.83241874,179.62578419,180.6535072,185.56295438,187.95356547,196.49874402,190.62533115,185.81462951,191.93343941,181.71320243,190.49471062,178.84869678,173.19481831,180.41621199,178.98138676,201.60624802,198.28417021,197.03826861,201.08754461,197.76966659,196.23688635,194.20897033,180.54544408,182.13748113,187.61340279,196.0617621,190.93804677,190.53495823,195.33459544,190.01397566,177.91573723,179.33647363,192.27490944,192.98410887,186.75438595,188.29118653,194.47349812,203.38641156,189.77383728,195.83113626,180.28866159,187.60631487,183.60068948,198.83860159,190.74386747,197.05451207,188.28334375,196.86404321,207.35068753,202.56284009,180.90229527,197.64795949,196.93566451,201.85066742,199.70758223,189.52043433,179.75608194,189.52528213,180.07150494,185.68910048,193.81289788,174.41583557,171.74015036,185.6576133,189.16087395,190.23355392,182.28181091,195.48930972,177.69298294,190.97333982,185.13190275,172.25187055,179.28184321,193.26087252,190.17615266,191.29342238,194.84497877,201.29274874,202.7545599,184.6535668,182.14100966,185.65932792,189.58440716,201.03404057,184.56365343,180.56241493,197.24327513,197.1075792,195.80116485,185.22354702
3,"Technicians and Trades Workers-Skilled Animal and Horticultural Workers",80.72608793,83.575098,72.40098409,64.80973382,64.92567806,75.68095063,72.67560151,76.42211217,79.8859876,77.3919448,76.86372723,80.8232469,79.83545708,87.47971852,79.71194014,81.66172323,82.5442391,84.38514351,83.09443492,86.91654468,85.12674294,87.38336835,81.25480864,71.20835166,75.55919196,75.87049793,78.6159362,83.8079983,88.34290009,91.89193255,78.3009718,81.83154249,76.3837174,76.52369626,76.62249625,83.56375239,88.90104409,94.13911467,86.83334167,82.13622909,81.55242985,80.49727166,81.07066112,82.20770356,79.56526257,85.34538258,85.78241776,85.26067682,80.01026916,91.30839364,89.22344216,88.53142952,86.73798805,93.66480616,98.39085534,84.54557887,78.27610846,83.55090586,82.18108604,84.01105468,84.82997586,86.78616356,94.44091266,96.41088357,96.30673602,90.03148071,88.77786543,85.83738394,92.35730499,98.44530649,100.97675036,99.83056137,104.80825403,97.13013213,99.18578137,95.05078131,99.79805457,112.72310112,121.68211307,114.33758414,112.20441598,111.17934565,122.85707646,113.77619343,110.16059832,113.35030849,113.15235762,112.54437444,111.87383539,107.87868566,106.43994508,101.7806201,100.83409099,107.11906733,106.51440981,109.53840903,111.97166401,106.42024819,125.38760592,116.03320555,108.42586858,121.11174615,124.74282763,117.30093192,121.45015602,128.04738551,127.75337154,120.49611395,117.01996161,122.81017903,134.8870125,122.85623936,121.88711947,131.88480596,116.96090929,119.36364293,112.40780625,123.62616141,117.97118875,114.0962486,127.75451838,126.6850559,129.10092948,131.35198172,140.76719354,136.40282426,146.171393,137.29407949
3,"Technicians and Trades Workers-Technicians and Trades Workers nfd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37640229,0.17104087,0.24828025,0.51256045,0.17921977,NA,0.35491833,0.14748231,0.68913368,1.10680662,1.24219164,NA,2.06087202,2.63584351,4.48577705,5.82568504,8.18843145,8.29688866,4.23826711,3.72889899,2.34131192,4.43224144,4.63762067,5.73142982,5.06033845,4.06516245,5.16226977,7.2374737,8.07001244,6.98815631,4.96877437,2.86616338,6.25020989,4.47189629,5.04745714,8.96226363,6.83684279,8.8125714,5.97237152,8.57458815,6.39960174,8.74137242,8.98842252,4.53726099,3.7523359,6.61583593,4.5504715,4.25247053,10.31439703,9.86310429,11.71893806,4.99967898,4.37974292,6.49640445,8.98153647,9.01154217,11.36044508,7.82254232,5.39500513,9.08472491,12.62145648,14.57959437,9.32751865,5.01592683,14.80863706,13.91798586,7.03313675,6.95887345,4.83734081,5.98971402,6.42221312
4,"Clerical and Administrative Workers-Clerical and Administrative Workers nfd-Full time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16868466,0.38651872,0.36904992,NA,NA,NA,0.44045931,0.18737249,0.08250146,0.18323285,0.17679966,0.94500194,0.5440531,0.5412063,0.24525634,NA,0.81028363,0.75458169,0.68574118,0.77254584,0,1.11697476,1.07514568,1.76845641,0.8197356,NA,0.22031872,0.52637096,1.11152405,0.35948134,0.24208245,0.16305464,0.26568122,0.79547559,0.44144902,0.32230383,0.14836297,NA,0.28008343,0.1220359,0.11432755,NA,NA,0.26026668,NA,0.15953135,0.86956727,0.37905456,0.11838143,0.3851481,0.44219554,NA,NA,NA,NA,0.12379558,1.34366647,0.88007559,1.58074524,0.70820422,NA,NA,NA,NA,NA
4,"Clerical and Administrative Workers-Clerical and Administrative Workers nfd-Part time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0.08692063,0.08982208,0.10896796,0.50017055,0.08557814,0,0.23346051,0.07009288,0,NA,0,0,0,0,0,0,0,0.11395826,0,0,0.38882163,NA,0,0,0,NA,NA,0,NA,0,0,0.39304097,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
4,"Clerical and Administrative Workers-General Clerical Workers-Full time",151.60180126,152.660967,151.02979899,156.18672455,155.33641441,148.80520663,161.26851459,159.28989382,158.68145687,163.03693035,169.35505122,163.66931773,158.79564983,165.20510266,164.31815457,152.08187036,150.76599865,149.87074207,157.96403125,149.08717917,150.23739359,142.14260184,148.92518806,145.00372547,140.35257014,134.35524117,147.80313588,144.77635422,139.11213389,138.78302099,150.8551375,148.22560942,149.91635904,145.2731144,145.36121976,145.70897314,151.34335374,144.0151587,152.30444323,141.84456146,134.23812162,132.22254445,127.44000603,118.89592876,110.06634876,142.97837239,138.92868325,131.89114345,123.28983074,133.70395236,137.63576963,134.79451474,134.28326314,128.72347401,149.98076265,153.58780993,149.14868627,158.38336959,168.37309303,142.38871761,137.42599322,141.38320739,149.96190534,138.75291277,146.32975696,141.51259203,142.28902306,153.61918974,148.24480001,153.199401,164.22607038,151.48192976,172.1699785,175.03070487,178.22283073,133.56768158,129.16476628,138.28945815,137.8373297,136.27975179,140.28889451,149.56884028,140.25549584,133.66267471,147.16054932,144.20809762,161.0933338,149.40849739,153.84565309,148.69508316,164.05406171,131.9199969,126.10266875,141.41591728,152.10765957,149.68359396,161.00193968,166.14300095,152.79992809,153.91860001,161.57757015,157.66142045,170.90523841,165.51360924,182.05851367,168.80989051,174.12148421,160.1250723,167.67988723,167.43040809,182.25121517,176.95949154,164.1354691,174.39590141,174.48162129,151.62740795,164.79705479,166.71875133,171.71520834,187.72566607,156.34476857,181.8066284,178.40972823,160.36473312,166.71210744,182.258654,164.47254198,171.74521838
4,"Clerical and Administrative Workers-General Clerical Workers-Part time",45.71636356,48.63670921,45.19791133,46.62548141,47.23406581,47.9519862,45.06643408,49.33309931,53.29096886,52.40457613,50.72833697,50.13673653,52.20337687,53.5008844,52.51617981,54.82225665,50.82543152,50.89925322,54.92822626,55.18479373,53.59493157,53.08546825,48.89457273,52.94965766,55.84131274,47.22763587,46.12583184,49.69047385,53.55004631,57.98549887,56.24381108,53.92872263,56.86332626,57.15364712,58.59160955,55.1738238,56.24009976,54.73935398,53.97974472,59.35130355,57.51996474,58.52009175,48.42455291,57.69380859,60.27692785,55.22763599,61.25116616,70.61695272,65.30401014,63.37314595,66.63563364,62.0859856,63.74015183,64.21568562,68.33659606,82.3288634,68.21705244,67.84105606,70.47022842,68.71122919,72.5313735,72.28014347,71.72165733,73.80655618,75.15203601,87.66821616,81.87412656,88.67730728,86.63453065,85.6177712,82.8483929,90.06766,82.41259688,90.80064694,89.35785318,77.43764693,69.21659689,63.45174954,81.50535913,78.88646172,75.11710982,76.10520945,73.00536071,81.27122397,90.13116589,88.93710935,79.0871842,89.82580933,85.93050546,92.26371909,97.00953528,83.492633,86.3491655,94.90258967,98.1357832,96.13813445,98.51441877,101.23917661,99.47295033,108.59378763,103.61286313,105.16185704,101.35431678,100.82175135,101.46088728,96.72237224,91.00245189,107.12575761,117.5780764,118.12029868,113.51438298,128.44759211,126.51825784,119.7734658,123.92202432,112.38662727,119.69159459,126.42176285,121.8946894,123.94325318,130.99602562,139.3643581,136.36260898,115.89980989,121.27370547,113.55679023,118.29881144,125.06718222
4,"Clerical and Administrative Workers-Inquiry Clerks and Receptionists-Full time",108.66991952,105.64530973,107.01791269,107.75112353,103.42894985,103.15876144,108.17122255,111.65990993,109.30775765,110.57998449,115.4722027,114.82742352,103.07434248,111.24996966,113.06534894,117.53018339,112.81271191,117.87043607,120.92408515,112.60474476,121.3676171,115.84531625,108.9819641,111.30181735,109.57994216,126.12511719,134.04923225,132.60910565,130.11919127,127.97742868,133.20988182,135.38968126,127.50566709,131.62548225,130.54060621,126.96528074,136.51274849,136.65875968,144.53884614,139.46333055,128.74009,115.6114062,117.41686739,122.62470397,133.10116171,131.87345754,122.81199851,123.01997721,117.07729443,119.66895852,136.1103403,136.83539427,144.66560882,145.25089101,133.27282524,144.56634174,140.26726229,143.1758754,157.42447224,146.6059356,140.86642482,144.21240741,151.9271024,128.81904513,145.16229419,139.55486883,150.13515624,143.57052422,162.42330142,145.6960212,139.89581723,141.16760586,132.87375001,137.79081527,148.44864303,165.10198209,155.59656953,158.90793592,169.82814178,165.06468229,165.73089756,169.05752579,160.28102791,166.77084356,168.23629528,166.29024689,168.28743563,165.29648437,170.50936036,153.19988829,180.27069929,182.57228331,173.7636785,174.05228158,165.50500308,172.13025608,137.7877549,160.61474579,169.7799326,164.57866542,153.5896722,162.82176617,167.33925064,163.87748058,162.88855485,165.88932852,145.61380402,153.6125653,166.705942,159.02054876,134.11167352,168.77669752,149.97808103,152.04808509,145.75146927,161.42039812,163.45527268,164.58127718,165.10466347,165.49813333,153.5425333,157.68249725,154.02463283,145.07656,142.08162622,152.99877843,141.55863117,156.85370638
4,"Clerical and Administrative Workers-Inquiry Clerks and Receptionists-Part time",43.86256362,42.17318525,44.14995723,45.7539016,45.43031465,44.09588228,45.78630652,48.34951131,44.6314042,48.13981718,46.93301377,52.06381153,54.07983147,52.36193825,52.70493074,54.74535785,53.00699833,53.43587769,53.24263145,55.40537211,57.80938668,55.17314472,54.7091927,57.86221357,56.71894176,57.48577688,55.44407857,67.89122888,61.83504867,69.40850326,71.3116044,67.75418705,62.42632934,68.41549241,70.24597877,74.86180001,72.50015551,70.8675191,72.9971417,71.03462871,63.52105555,68.5708969,65.16798288,68.41160085,69.67418052,65.3531066,69.03094961,66.70156607,72.93654499,68.37512627,60.55174934,80.88231926,74.16914833,74.61420422,72.37885146,80.41627687,84.01498507,83.63837609,87.76156156,89.59479388,86.1485534,87.08429099,87.59452637,95.50791428,98.09866944,93.13257727,91.55104034,94.89278655,98.64596329,89.55856063,90.17948026,96.21066279,97.29300998,100.63084112,87.27942675,97.32626599,110.03754919,104.63834718,103.03830121,107.2031088,102.06798142,94.64305363,91.67642466,108.33887204,113.97618358,103.56101537,101.36577819,100.51162404,100.49643605,102.77218705,108.66639876,115.72913796,117.16552962,112.51610056,105.58076346,118.30247475,109.53091271,109.18295359,105.92621084,107.97481144,119.18921565,118.63333423,107.2568269,109.36327749,120.83442633,118.53169399,116.63802008,120.06823983,117.03183939,110.83857733,100.81939531,107.00892447,125.52398092,121.63691004,126.64027969,117.22438615,121.70991441,101.99635794,114.28974245,115.82700092,131.27006083,116.92524621,137.85767362,122.17581755,122.49683746,128.80355226,121.88712985,131.91901128
4,"Clerical and Administrative Workers-Numerical Clerks-Full time",241.1077337,227.33528458,234.59955911,231.16058516,237.00442173,233.85808978,243.03714519,244.736795,233.73215179,243.18382414,247.17652512,253.53776027,258.10759693,252.93773336,256.58962448,258.33863762,253.45325534,253.15041136,257.098843,257.2696432,244.58832697,237.21667132,243.55504491,237.02331556,240.07573131,230.14198422,240.73352484,241.59470045,241.26972107,244.03748581,242.58064992,256.07409976,249.58225521,249.43118073,247.42876924,247.92609352,255.69217536,252.32733939,256.4369608,255.02813504,249.68702174,254.3259914,264.38076051,245.40256511,245.84490747,256.71917164,259.84287152,240.51117643,251.437324,238.9514296,241.32896183,234.93732739,226.99600467,227.293406,234.28025555,236.49050073,247.01227894,260.65889547,246.02474535,235.13640043,243.00998764,236.15856841,233.7447131,222.14517773,215.5926656,229.34630031,236.39727133,217.91365391,229.82915647,227.66110808,223.93902573,229.21164339,203.95964167,202.64813109,199.96612234,208.48601343,214.44364762,205.38451791,211.40169665,217.81677587,217.65991808,224.16793073,228.50278625,224.01479332,220.42802059,207.14463737,235.52187431,229.2355997,228.53406296,232.41804308,232.04355066,238.18462684,234.3542016,218.13563965,213.78758414,215.83138411,225.7343549,241.72520392,228.87510995,230.24838277,228.8999279,238.66842296,241.4478871,243.70721523,242.40638246,248.96602568,253.96501489,241.56127052,235.13574275,231.58537998,243.07981578,245.34684407,230.88497926,221.05951109,226.99082199,222.39206962,196.6529521,224.43503033,226.52896345,212.03251245,234.46168385,230.17524457,229.83669143,223.0997249,228.4925097,225.8624171,241.45323832,235.33407276
4,"Clerical and Administrative Workers-Numerical Clerks-Part time",86.9636109,89.32151966,87.21729573,84.26002785,85.88928744,87.76486929,88.25980861,99.03020258,91.49106595,96.82454473,97.22373144,101.35938773,102.0525991,100.73181095,102.08775841,109.21612376,98.75237119,96.02849073,102.70899519,104.67399457,108.39947097,106.61593832,107.08423442,107.57070368,114.92954958,104.67666482,110.87786294,115.09394132,115.97249969,116.83230735,118.28211709,114.76646305,122.92210912,124.18329889,136.16277962,132.32509121,130.18241456,132.37913785,130.73529659,133.15998976,157.4815407,152.64219167,162.62252087,171.32765658,161.68155502,163.278112,174.76469274,168.24301778,160.17395054,160.94325056,157.25492836,164.46694891,174.2104814,186.4692292,177.19536723,170.15441772,179.3470881,174.01426411,169.34253925,173.84688746,187.43278381,180.61013321,187.01964304,189.93963366,163.26447902,179.0622218,174.12959911,186.57310195,171.51128307,177.93166339,158.73097074,158.01369644,153.49294576,148.81051628,152.8868634,158.52053202,166.24804338,181.44113332,173.20928441,172.90481079,166.94737615,163.89319515,163.77686438,170.17401289,156.88524911,168.07430864,161.98134205,167.91529045,177.07181214,175.37801646,160.03881701,184.73574758,176.61603544,171.34202936,170.61162827,166.89502315,157.67444919,158.09218659,161.70972568,176.46051709,168.24999246,175.62932314,157.60842692,160.77401226,170.98841334,167.5834524,184.77529202,170.26887638,161.93872636,152.42733673,168.41919757,151.41304398,152.85742425,149.75104702,154.23657601,160.61831397,154.56839574,168.12548948,157.63273442,159.31624096,156.0930594,163.85057948,161.48311242,162.31768348,159.03214799,159.34614045,164.07125594,162.5068725
4,"Clerical and Administrative Workers-Office Managers and Program Administrators-Full time",55.46044868,53.6558155,56.11771683,55.47597748,55.02970013,56.5554028,58.19374441,58.93613076,57.24695873,59.20221542,59.92912192,61.99133738,63.36642295,64.03985443,63.96324924,61.09511444,58.51097661,59.16117565,60.69991987,61.0571988,57.41640746,54.60446027,55.88187266,54.72948261,56.31859631,55.42694839,58.08020203,57.64113973,57.78739859,58.45680275,56.72394976,60.41682273,60.43937179,59.01191731,58.66206258,58.60608013,62.73040813,61.42495306,61.83071207,61.68251005,70.89294589,78.6096873,78.33505936,89.30409338,81.89051139,75.39108879,77.5689654,84.5311754,84.06240943,79.87463065,83.04055714,97.08201004,105.7632817,105.24910222,105.91724119,109.33183589,116.86582157,109.01222309,105.98634324,117.07322211,119.58234345,115.67227142,119.05696071,107.27010649,115.08682654,124.39093784,133.61578625,130.85599986,120.24301292,122.56949269,121.06805892,127.29239356,142.54322635,159.49489586,169.79547049,163.34535978,163.35296004,150.88825179,155.57926592,156.72052534,175.32128789,173.31886267,188.12976052,184.91645181,169.77170805,179.67931785,178.01041749,176.39446764,177.23793387,168.78897436,177.15200164,177.10146814,172.01853714,167.35642587,181.81938271,183.74788616,191.32272866,177.35386225,169.52394528,178.38199675,196.54282807,190.50104506,207.81158585,202.41451878,180.94631421,187.82744381,202.38851147,199.93892905,202.09914448,208.83982415,180.23507871,208.95151899,193.48293634,186.81051513,203.70489416,203.84175151,203.16453601,215.49997764,208.5685788,219.30219261,208.46803978,179.62687545,190.5614349,185.85508482,200.826744,181.32476297,167.65332378,180.42366277
4,"Clerical and Administrative Workers-Office Managers and Program Administrators-Part time",22.13185801,22.44188258,21.90874437,20.81369957,21.43912968,21.87446277,22.26967509,24.97194497,22.3334805,23.93398714,23.81154871,24.39528413,24.31318285,24.48415841,25.30865661,26.03040088,24.52724819,22.80663927,24.40211873,25.44715446,25.70307839,25.61449287,25.55593595,24.9615703,27.05172773,24.24537174,25.39486959,26.3681212,26.76514832,26.33445168,26.25579531,26.50216163,27.18331353,28.39183301,31.19890893,29.22872796,28.57653093,30.75524396,32.01800927,31.47630497,7.46556097,7.6608138,9.64579512,8.91597563,10.15550564,8.98339341,10.04801028,12.05719256,12.72256367,15.65519882,12.77260675,16.52546143,16.01130777,17.18985871,21.09574115,16.17868444,16.97135499,19.37665605,17.55196044,23.93958928,25.63898185,23.56162986,22.04090027,24.22485767,26.84972846,28.80650125,36.07033228,38.64210006,32.97877583,33.71586955,34.92298632,38.43069587,44.50679049,49.02353775,52.2423882,55.76899446,51.4222897,49.85159343,45.9394388,60.40488427,52.34514931,55.56178714,67.2481908,62.46273198,56.06777816,57.41235384,62.39001577,53.645569,49.59961665,55.87308421,64.66167599,62.68140083,56.7399596,60.81110947,62.45096915,64.13765915,59.99000214,58.3039785,59.51999064,61.64444792,69.1221579,71.23859842,76.74307027,65.11317433,60.99688671,66.80105541,67.1465995,68.89764998,64.31345197,59.38146239,58.98419206,51.74837941,68.99522707,70.80451052,73.16328587,73.43267492,76.52323567,62.60026161,82.85511621,80.63406915,76.53679225,74.74410322,74.008987,81.10075997,74.65922493,74.06376502,63.88117351,64.23469586
4,"Clerical and Administrative Workers-Personal Assistants and Secretaries-Full time",122.21713421,122.79853635,132.55385731,136.73549978,132.03279112,130.69349215,150.28886219,144.57494827,145.5282961,151.27355408,155.18397774,157.21025396,150.58245728,158.16357185,161.10988937,156.30414488,154.52056298,159.33809666,154.62081935,154.35111197,151.61885811,143.23062465,150.81035517,151.23980194,145.70694752,142.36151998,137.38843443,135.6171046,134.21186339,142.68411187,144.44442164,146.79695644,149.08602287,142.07052134,147.40977321,144.7758506,150.92918967,140.61623828,138.14324084,145.66935244,156.34837196,159.02840535,154.07194604,145.23518433,144.88179555,144.24413724,148.118698,135.90979927,145.76781463,140.46654164,134.96991933,129.40295401,129.63580075,141.35970491,137.31466885,142.5357194,139.99350273,135.70652711,135.45105138,130.45111008,111.27463883,113.4533014,116.98375761,126.23470154,122.55366584,119.25273335,106.57085798,108.25543919,111.947759,118.91598738,111.47942179,115.88669248,103.37765,97.60332353,97.68463588,112.23264137,109.50475246,102.83421206,102.81605787,96.04209483,106.29898437,101.05489381,112.41732848,107.58566819,99.39701324,110.82668251,107.30101264,106.95729195,94.78275359,106.34055906,83.61619197,86.55445102,80.73385173,87.14479629,91.19970294,84.84495751,71.85618364,75.03183474,87.062943,94.54095613,71.18282765,79.82970378,69.36164331,81.10942458,75.90730958,76.41518863,79.4603793,75.34683106,69.36028778,73.86598948,75.03867093,68.20838979,69.82109627,72.38038814,70.55158413,54.35988675,62.82808863,62.11065674,57.36490245,59.62693595,59.13866036,59.30459193,56.89592946,67.19037424,65.32662025,56.01605364,67.17964281,63.56510269
4,"Clerical and Administrative Workers-Personal Assistants and Secretaries-Part time",46.84309026,52.76335513,50.61474381,50.96640749,46.3908689,52.28475762,56.86544987,55.66424744,57.43415478,58.77513006,58.23538713,55.59117108,56.25984708,62.2763172,59.52023754,60.85582841,65.09871935,60.3384396,61.88615305,62.85536086,55.39142542,58.99754889,56.0220069,61.89574472,67.29741763,59.78544282,58.37217315,57.75252465,58.12461242,58.05655673,55.68734604,58.04551279,57.34238712,59.98612564,57.83379986,61.19528865,58.32548192,62.48848178,64.86025344,65.85530028,74.19782051,78.58830639,80.42987382,72.69542952,71.37692218,71.52632472,69.31055947,77.47942064,83.68536254,73.88209104,74.12039329,69.85294024,64.56636692,66.72630116,70.48379922,67.90134353,70.53336299,57.19200986,68.60746008,75.21540515,80.79578026,76.66165879,75.72017488,75.87652408,74.15464506,73.25962655,78.44609352,68.35381616,64.61059492,64.76501353,64.70691425,65.53076934,58.5742504,54.18632264,56.87745863,70.89537524,83.14605403,75.70852676,73.42692302,72.0306945,62.94114365,57.59672273,57.00340808,60.92563053,65.14377178,65.96072574,59.86749026,57.59645882,58.07068265,53.1218331,50.33728101,53.79606879,53.06204754,53.40081163,55.35914189,53.89624422,50.14649378,49.05397773,48.98571722,47.73658965,48.31124237,56.03603049,54.69509645,49.52312588,49.89352588,47.65395288,46.4262273,41.21030427,49.14174945,40.10070783,44.63135646,53.10969249,46.61339281,38.77310366,37.49768271,42.56436001,36.54364933,38.43698027,43.41655011,38.5056691,28.89447896,36.64284407,29.64371419,39.54230466,33.60707776,38.39558759,27.08623414,30.97775898
4,"Community and Personal Service Workers-Carers and Aides-Full time",49.3283165,48.09308123,50.92318998,50.88814075,58.46514382,49.55968436,52.28056041,56.490614,59.62936519,60.99167708,56.21575301,58.39741342,54.84086839,60.58468896,64.94848872,69.7369718,68.52357881,61.59475491,54.93590119,65.5261633,66.91439053,61.91369389,60.3634737,65.86511418,65.66902629,72.10774215,68.35929034,68.54979027,64.89845652,73.0229335,74.72683543,76.03330594,75.15104366,80.31302776,80.62785819,89.52919746,95.6215389,94.26877992,88.1122416,87.84416175,100.35926825,99.96505264,97.73117786,99.42547145,94.09935245,98.79695538,104.01642059,100.15335939,102.3086722,100.66022094,95.07845471,95.12593651,92.66230545,97.14907923,94.56055415,89.94594162,101.17013379,114.11937868,112.54804892,114.30885147,121.26947164,121.0083093,116.97560727,114.54118126,120.77328017,122.13208815,117.22305355,116.50014137,118.92002375,116.31040187,121.58977259,116.53980189,127.14029569,131.07329967,134.30172397,126.03586269,124.31313221,132.9462721,130.51050819,123.18926574,119.13934457,141.70477453,139.71508359,143.30819311,139.46431918,150.40907634,139.18830549,146.10102594,139.78516773,146.18899238,143.12577723,150.93050781,145.6444672,155.96460477,151.18385228,149.21459899,163.53331908,164.28809688,144.08358337,145.66099526,154.51746738,172.02299413,176.85012517,174.9416762,167.83180498,165.47162421,185.93453665,191.36309835,181.59782987,186.89001899,193.82388116,175.94677444,193.53835557,178.31553099,194.0407076,185.48828724,201.56773846,192.04899319,198.60237462,219.33831947,202.45186652,197.02304219,190.14506773,208.50330128,221.12810403,232.70627199,225.44580483,225.31138945
