,ts_name,forecast_type,error_metric,error,level
145,NT-Male-Sentenced,adjusted,MASE,0.8338022727272736,4
146,NT-Male-Sentenced,original,SMAPE,2.378316169682424,4
147,NT-Male-Sentenced,adjusted,SMAPE,2.350298176391785,4
148,QLD-Female-Remanded,original,MASE,5.379610655737739,4
149,QLD-Female-Remanded,adjusted,MASE,5.5024604508196715,4
150,QLD-Female-Remanded,original,SMAPE,17.292378756261005,4
151,QLD-Female-Remanded,adjusted,SMAPE,17.71931857848343,4
152,QLD-Female-Sentenced,original,MASE,4.0671990157869224,4
153,QLD-Female-Sentenced,adjusted,MASE,4.780079720421394,4
154,QLD-Female-Sentenced,original,SMAPE,12.608724553775977,4
155,QLD-Female-Sentenced,adjusted,SMAPE,14.644969810262898,4
156,QLD-Male-Remanded,original,MASE,5.662750504735145,4
157,QLD-Male-Remanded,adjusted,MASE,8.24147572737069,4
158,QLD-Male-Remanded,original,SMAPE,11.078343554472179,4
159,QLD-Male-Remanded,adjusted,SMAPE,16.803886554916808,4
160,QLD-Male-Sentenced,original,MASE,7.143123481110043,4
161,QLD-Male-Sentenced,adjusted,MASE,1.0972341727941173,4
162,QLD-Male-Sentenced,original,SMAPE,9.34419882310283,4
163,QLD-Male-Sentenced,adjusted,SMAPE,1.516669803387491,4
164,SA-Female-Remanded,original,MASE,3.12,4
165,SA-Female-Remanded,adjusted,MASE,3.7233176314285714,4
166,SA-Female-Remanded,original,SMAPE,16.685116054585276,4
167,SA-Female-Remanded,adjusted,SMAPE,20.297699795117165,4
168,SA-Female-Sentenced,original,MASE,4.890243902437939,4
169,SA-Female-Sentenced,adjusted,MASE,4.875296939024391,4
170,SA-Female-Sentenced,original,SMAPE,15.665225594755828,4
171,SA-Female-Sentenced,adjusted,SMAPE,15.653736052781165,4
172,SA-Male-Remanded,original,MASE,4.97665973244003,4
173,SA-Male-Remanded,adjusted,MASE,4.917154707880435,4
174,SA-Male-Remanded,original,SMAPE,12.039510474321116,4
175,SA-Male-Remanded,adjusted,SMAPE,11.89747054598329,4
176,SA-Male-Sentenced,original,MASE,4.398167483836286,4
177,SA-Male-Sentenced,adjusted,MASE,3.3570918172157267,4
178,SA-Male-Sentenced,original,SMAPE,6.097982178958904,4
179,SA-Male-Sentenced,adjusted,SMAPE,4.698808219573815,4
180,TAS-Female-Remanded,original,MASE,2.9023398242710203,4
181,TAS-Female-Remanded,adjusted,MASE,1.8417168249999998,4
182,TAS-Female-Remanded,original,SMAPE,67.3714080162657,4
183,TAS-Female-Remanded,adjusted,SMAPE,36.71583516939483,4
184,TAS-Female-Sentenced,original,MASE,1.8892416172403046,4
185,TAS-Female-Sentenced,adjusted,MASE,1.5057575955882354,4
186,TAS-Female-Sentenced,original,SMAPE,27.5331845739102,4
187,TAS-Female-Sentenced,adjusted,SMAPE,21.938577195157954,4
188,TAS-Male-Remanded,original,MASE,4.003962536023055,4
189,TAS-Male-Remanded,adjusted,MASE,3.967604378602305,4
190,TAS-Male-Remanded,original,SMAPE,31.540610503779128,4
191,TAS-Male-Remanded,adjusted,SMAPE,31.20166292444614,4
192,TAS-Male-Sentenced,original,MASE,2.175364625349258,4
193,TAS-Male-Sentenced,adjusted,MASE,1.2638505081775706,4
194,TAS-Male-Sentenced,original,SMAPE,10.204533362276784,4
195,TAS-Male-Sentenced,adjusted,SMAPE,5.739964783807883,4
196,VIC-Female-Remanded,original,MASE,5.939748245022429,4
197,VIC-Female-Remanded,adjusted,MASE,4.031183742857143,4
198,VIC-Female-Remanded,original,SMAPE,18.877051876671374,4
199,VIC-Female-Remanded,adjusted,SMAPE,12.184809319588474,4
200,VIC-Female-Sentenced,original,MASE,3.744676700905421,4
201,VIC-Female-Sentenced,adjusted,MASE,5.622847628939828,4
202,VIC-Female-Sentenced,original,SMAPE,11.332410279711414,4
203,VIC-Female-Sentenced,adjusted,SMAPE,16.45081036508011,4
204,VIC-Male-Remanded,original,MASE,5.864669421485989,4
205,VIC-Male-Remanded,adjusted,MASE,5.715909633264463,4
206,VIC-Male-Remanded,original,SMAPE,14.141987815727997,4
207,VIC-Male-Remanded,adjusted,SMAPE,13.740473840605427,4
208,VIC-Male-Sentenced,original,MASE,6.254298226270447,4
209,VIC-Male-Sentenced,adjusted,MASE,6.357179967248911,4
210,VIC-Male-Sentenced,original,SMAPE,10.208864088153716,4
211,VIC-Male-Sentenced,adjusted,SMAPE,10.370103454869877,4
212,WA-Female-Remanded,original,MASE,4.4349225917014286,4
213,WA-Female-Remanded,adjusted,MASE,3.2279114705882352,4
214,WA-Female-Remanded,original,SMAPE,20.32890939189344,4
215,WA-Female-Remanded,adjusted,SMAPE,14.123553467916878,4
216,WA-Female-Sentenced,original,MASE,1.1336137999412397,4
217,WA-Female-Sentenced,adjusted,MASE,1.636491993025751,4
218,WA-Female-Sentenced,original,SMAPE,3.5448317249866053,4
219,WA-Female-Sentenced,adjusted,SMAPE,5.067114728859182,4
220,WA-Male-Remanded,original,MASE,5.691884680803637,4
221,WA-Male-Remanded,adjusted,MASE,6.278174250000001,4
222,WA-Male-Remanded,original,SMAPE,13.839741659829993,4
223,WA-Male-Remanded,adjusted,SMAPE,15.485930411527137,4
224,WA-Male-Sentenced,original,MASE,1.6417475267442558,4
225,WA-Male-Sentenced,adjusted,MASE,1.1474251875000003,4
226,WA-Male-Sentenced,original,SMAPE,2.794402887571421,4
227,WA-Male-Sentenced,adjusted,SMAPE,1.9363677657329108,4
228,ACT-Female-Remanded-ATSI,original,MASE,3.2658298124276715,5
229,ACT-Female-Remanded-ATSI,adjusted,MASE,1.8455297249999998,5
230,ACT-Female-Remanded-ATSI,original,SMAPE,83.31761903256272,5
231,ACT-Female-Remanded-ATSI,adjusted,SMAPE,42.62122646118905,5
232,ACT-Female-Remanded-Non-ATSI,original,MASE,1.6552970966954859,5
233,ACT-Female-Remanded-Non-ATSI,adjusted,MASE,0.7888972270833333,5
234,ACT-Female-Remanded-Non-ATSI,original,SMAPE,39.17284743927143,5
235,ACT-Female-Remanded-Non-ATSI,adjusted,SMAPE,16.256220703947317,5
236,ACT-Female-Sentenced-ATSI,original,MASE,2.73,5
237,ACT-Female-Sentenced-ATSI,adjusted,MASE,4.756647051,5
238,ACT-Female-Sentenced-ATSI,original,SMAPE,60.0,5
239,ACT-Female-Sentenced-ATSI,adjusted,SMAPE,74.09380479885009,5
240,ACT-Female-Sentenced-Non-ATSI,original,MASE,1.1914524689944612,5
241,ACT-Female-Sentenced-Non-ATSI,adjusted,MASE,1.0755889130434784,5
242,ACT-Female-Sentenced-Non-ATSI,original,SMAPE,22.205494009410582,5
243,ACT-Female-Sentenced-Non-ATSI,adjusted,SMAPE,19.89052495375262,5
244,ACT-Male-Remanded-ATSI,original,MASE,4.654030011960181,5
245,ACT-Male-Remanded-ATSI,adjusted,MASE,4.127294548295455,5
246,ACT-Male-Remanded-ATSI,original,SMAPE,49.91652234591213,5
247,ACT-Male-Remanded-ATSI,adjusted,SMAPE,42.94726185212432,5
248,ACT-Male-Remanded-Non-ATSI,original,MASE,3.12,5
249,ACT-Male-Remanded-Non-ATSI,adjusted,MASE,3.1371342245454543,5
250,ACT-Male-Remanded-Non-ATSI,original,SMAPE,25.619394069382235,5
251,ACT-Male-Remanded-Non-ATSI,adjusted,SMAPE,25.78409135944188,5
252,ACT-Male-Sentenced-ATSI,original,MASE,2.335084033615936,5
253,ACT-Male-Sentenced-ATSI,adjusted,MASE,2.12203162184874,5
254,ACT-Male-Sentenced-ATSI,original,SMAPE,13.381505245019568,5
255,ACT-Male-Sentenced-ATSI,adjusted,SMAPE,12.149084751274719,5
256,ACT-Male-Sentenced-Non-ATSI,original,MASE,1.3283005617977528,5
257,ACT-Male-Sentenced-Non-ATSI,adjusted,MASE,1.316848556882023,5
258,ACT-Male-Sentenced-Non-ATSI,original,SMAPE,6.239041631459551,5
259,ACT-Male-Sentenced-Non-ATSI,adjusted,SMAPE,6.185612170524143,5
260,NSW-Female-Remanded-ATSI,original,MASE,6.392116182572614,5
261,NSW-Female-Remanded-ATSI,adjusted,MASE,4.987231380186722,5
262,NSW-Female-Remanded-ATSI,original,SMAPE,42.19590324075916,5
263,NSW-Female-Remanded-ATSI,adjusted,SMAPE,31.247422556797687,5
264,NSW-Female-Remanded-Non-ATSI,original,MASE,12.404693595424698,5
265,NSW-Female-Remanded-Non-ATSI,adjusted,MASE,10.88636681122449,5
266,NSW-Female-Remanded-Non-ATSI,original,SMAPE,46.21687210454814,5
267,NSW-Female-Remanded-Non-ATSI,adjusted,SMAPE,39.17760165313106,5
268,NSW-Female-Sentenced-ATSI,original,MASE,3.5214729172065526,5
269,NSW-Female-Sentenced-ATSI,adjusted,MASE,2.782555740606936,5
270,NSW-Female-Sentenced-ATSI,original,SMAPE,17.9113800643155,5
271,NSW-Female-Sentenced-ATSI,adjusted,SMAPE,13.802182389351557,5
272,NSW-Female-Sentenced-Non-ATSI,original,MASE,2.383376411330594,5
273,NSW-Female-Sentenced-Non-ATSI,adjusted,MASE,1.595108142624728,5
274,NSW-Female-Sentenced-Non-ATSI,original,SMAPE,7.98128663977397,5
275,NSW-Female-Sentenced-Non-ATSI,adjusted,SMAPE,5.24898519957009,5
276,NSW-Male-Remanded-ATSI,original,MASE,4.594497177721587,5
277,NSW-Male-Remanded-ATSI,adjusted,MASE,4.019946041154792,5
278,NSW-Male-Remanded-ATSI,original,SMAPE,20.142158612763676,5
279,NSW-Male-Remanded-ATSI,adjusted,SMAPE,17.3901176451357,5
280,NSW-Male-Remanded-Non-ATSI,original,MASE,12.096973565747602,5
281,NSW-Male-Remanded-Non-ATSI,adjusted,MASE,11.791614109078592,5
282,NSW-Male-Remanded-Non-ATSI,original,SMAPE,27.64622439017348,5
283,NSW-Male-Remanded-Non-ATSI,adjusted,SMAPE,26.844393460910076,5
284,NSW-Male-Sentenced-ATSI,original,MASE,5.5367892082190675,5
285,NSW-Male-Sentenced-ATSI,adjusted,MASE,4.838335987654321,5
286,NSW-Male-Sentenced-ATSI,original,SMAPE,9.62470594872913,5
287,NSW-Male-Sentenced-ATSI,adjusted,SMAPE,8.348152177818038,5
288,NSW-Male-Sentenced-Non-ATSI,original,MASE,4.986873550234342,5
289,NSW-Male-Sentenced-Non-ATSI,adjusted,MASE,4.769058050582847,5
290,NSW-Male-Sentenced-Non-ATSI,original,SMAPE,5.371788383974886,5
291,NSW-Male-Sentenced-Non-ATSI,adjusted,SMAPE,5.129985102580645,5
292,NT-Female-Remanded-ATSI,original,MASE,2.081215245678962,5
293,NT-Female-Remanded-ATSI,adjusted,MASE,2.198104437969925,5
294,NT-Female-Remanded-ATSI,original,SMAPE,18.74325538000436,5
295,NT-Female-Remanded-ATSI,adjusted,SMAPE,19.60033124757262,5
296,NT-Female-Remanded-Non-ATSI,original,MASE,5.27027027027027,5
297,NT-Female-Remanded-Non-ATSI,adjusted,MASE,4.970598012162162,5
298,NT-Female-Remanded-Non-ATSI,original,SMAPE,71.7792501616031,5
299,NT-Female-Remanded-Non-ATSI,adjusted,SMAPE,65.82730133727692,5
300,NT-Female-Sentenced-ATSI,original,MASE,3.1376047584180515,5
301,NT-Female-Sentenced-ATSI,adjusted,MASE,2.9856781063432845,5
302,NT-Female-Sentenced-ATSI,original,SMAPE,14.48126955883827,5
303,NT-Female-Sentenced-ATSI,adjusted,SMAPE,13.7067974721026,5
304,NT-Female-Sentenced-Non-ATSI,original,MASE,3.7279411764705883,5
305,NT-Female-Sentenced-Non-ATSI,adjusted,MASE,2.5417326139705887,5
306,NT-Female-Sentenced-Non-ATSI,original,SMAPE,34.64478313448565,5
307,NT-Female-Sentenced-Non-ATSI,adjusted,SMAPE,19.76089374281844,5
308,NT-Male-Remanded-ATSI,original,MASE,1.5036945812807911,5
309,NT-Male-Remanded-ATSI,adjusted,MASE,1.522047224445813,5
310,NT-Male-Remanded-ATSI,original,SMAPE,8.581465965438584,5
311,NT-Male-Remanded-ATSI,adjusted,SMAPE,8.680985027355936,5
312,NT-Male-Remanded-Non-ATSI,original,MASE,0.9961956521739129,5
313,NT-Male-Remanded-Non-ATSI,adjusted,MASE,1.1631137445652169,5
314,NT-Male-Remanded-Non-ATSI,original,SMAPE,7.882037147286977,5
315,NT-Male-Remanded-Non-ATSI,adjusted,SMAPE,9.175278922979706,5
316,NT-Male-Sentenced-ATSI,original,MASE,1.2354186265302183,5
317,NT-Male-Sentenced-ATSI,adjusted,MASE,1.296255758466604,5
318,NT-Male-Sentenced-ATSI,original,SMAPE,3.6299979024313007,5
319,NT-Male-Sentenced-ATSI,adjusted,SMAPE,3.8006192925263096,5
320,NT-Male-Sentenced-Non-ATSI,original,MASE,2.7331967213114754,5
321,NT-Male-Sentenced-Non-ATSI,adjusted,MASE,2.4982939672131153,5
322,NT-Male-Sentenced-Non-ATSI,original,SMAPE,13.857282697231794,5
323,NT-Male-Sentenced-Non-ATSI,adjusted,SMAPE,12.578434930393461,5
324,QLD-Female-Remanded-ATSI,original,MASE,3.6850393700787403,5
325,QLD-Female-Remanded-ATSI,adjusted,MASE,3.3516717460629923,5
326,QLD-Female-Remanded-ATSI,original,SMAPE,18.98153613581272,5
327,QLD-Female-Remanded-ATSI,adjusted,SMAPE,17.12097270515203,5
328,QLD-Female-Remanded-Non-ATSI,original,MASE,6.992142857142857,5
329,QLD-Female-Remanded-Non-ATSI,adjusted,MASE,5.87596202142857,5
330,QLD-Female-Remanded-Non-ATSI,original,SMAPE,24.83990981826337,5
331,QLD-Female-Remanded-Non-ATSI,adjusted,SMAPE,20.393233460794143,5
332,QLD-Female-Sentenced-ATSI,original,MASE,3.335807817448265,5
333,QLD-Female-Sentenced-ATSI,adjusted,MASE,4.042474713184931,5
334,QLD-Female-Sentenced-ATSI,original,SMAPE,13.830054436747046,5
335,QLD-Female-Sentenced-ATSI,adjusted,SMAPE,16.491936914631616,5
336,QLD-Female-Sentenced-Non-ATSI,original,MASE,3.2872605634250203,5
337,QLD-Female-Sentenced-Non-ATSI,adjusted,MASE,3.7716564259061833,5
338,QLD-Female-Sentenced-Non-ATSI,original,SMAPE,12.028314130100826,5
339,QLD-Female-Sentenced-Non-ATSI,adjusted,SMAPE,13.66646646016253,5
340,QLD-Male-Remanded-ATSI,original,MASE,3.8352631251504072,5
341,QLD-Male-Remanded-ATSI,adjusted,MASE,3.4257036934156373,5
342,QLD-Male-Remanded-ATSI,original,SMAPE,15.137603810135882,5
343,QLD-Male-Remanded-ATSI,adjusted,SMAPE,13.339707977820463,5
344,QLD-Male-Remanded-Non-ATSI,original,MASE,10.04404761904762,5
345,QLD-Male-Remanded-Non-ATSI,adjusted,MASE,9.679484801587302,5
346,QLD-Male-Remanded-Non-ATSI,original,SMAPE,19.256087003831897,5
347,QLD-Male-Remanded-Non-ATSI,adjusted,SMAPE,18.462824909847654,5
348,QLD-Male-Sentenced-ATSI,original,MASE,2.7242016952400636,5
349,QLD-Male-Sentenced-ATSI,adjusted,MASE,3.0800049334140436,5
350,QLD-Male-Sentenced-ATSI,original,SMAPE,5.086111049373808,5
351,QLD-Male-Sentenced-ATSI,adjusted,SMAPE,5.729553453454568,5
352,QLD-Male-Sentenced-Non-ATSI,original,MASE,2.474525381448604,5
353,QLD-Male-Sentenced-Non-ATSI,adjusted,MASE,2.2392964285714294,5
354,QLD-Male-Sentenced-Non-ATSI,original,SMAPE,3.4731213599712345,5
355,QLD-Male-Sentenced-Non-ATSI,adjusted,SMAPE,3.1355919052660957,5
356,SA-Female-Remanded-ATSI,original,MASE,2.3562499999999997,5
357,SA-Female-Remanded-ATSI,adjusted,MASE,1.59791685625,5
358,SA-Female-Remanded-ATSI,original,SMAPE,28.089165793167158,5
359,SA-Female-Remanded-ATSI,adjusted,SMAPE,17.978935901222652,5
360,SA-Female-Remanded-Non-ATSI,original,MASE,3.8257286674260422,5
361,SA-Female-Remanded-Non-ATSI,adjusted,MASE,3.7812110582706775,5
362,SA-Female-Remanded-Non-ATSI,original,SMAPE,23.729872217651327,5
363,SA-Female-Remanded-Non-ATSI,adjusted,SMAPE,23.32997464082046,5
364,SA-Female-Sentenced-ATSI,original,MASE,1.7023809523809523,5
365,SA-Female-Sentenced-ATSI,adjusted,MASE,4.247854928571428,5
366,SA-Female-Sentenced-ATSI,original,SMAPE,12.886125093828356,5
367,SA-Female-Sentenced-ATSI,adjusted,SMAPE,28.971571888144222,5
368,SA-Female-Sentenced-Non-ATSI,original,MASE,2.28515625,5
369,SA-Female-Sentenced-Non-ATSI,adjusted,MASE,2.594115087890624,5
370,SA-Female-Sentenced-Non-ATSI,original,SMAPE,10.19395942174384,5
371,SA-Female-Sentenced-Non-ATSI,adjusted,SMAPE,11.481186461112829,5
372,SA-Male-Remanded-ATSI,original,MASE,2.5523466466359963,5
373,SA-Male-Remanded-ATSI,adjusted,MASE,2.198019375,5
374,SA-Male-Remanded-ATSI,original,SMAPE,10.878610312391618,5
375,SA-Male-Remanded-ATSI,adjusted,SMAPE,9.24950642338039,5
376,SA-Male-Remanded-Non-ATSI,original,MASE,4.972491891819163,5
377,SA-Male-Remanded-Non-ATSI,adjusted,MASE,4.84727533887468,5
378,SA-Male-Remanded-Non-ATSI,original,SMAPE,13.90650613202633,5
379,SA-Male-Remanded-Non-ATSI,adjusted,SMAPE,13.534985357508633,5
380,SA-Male-Sentenced-ATSI,original,MASE,2.999999999994509,5
381,SA-Male-Sentenced-ATSI,adjusted,MASE,3.5044374660326088,5
382,SA-Male-Sentenced-ATSI,original,SMAPE,8.133747944034338,5
383,SA-Male-Sentenced-ATSI,adjusted,SMAPE,9.431645931779824,5
384,SA-Male-Sentenced-Non-ATSI,original,MASE,2.31728356336424,5
385,SA-Male-Sentenced-Non-ATSI,adjusted,MASE,2.3607319008782937,5
386,SA-Male-Sentenced-Non-ATSI,original,SMAPE,3.4557518019347095,5
387,SA-Male-Sentenced-Non-ATSI,adjusted,SMAPE,3.5192323799364953,5
388,TAS-Female-Remanded-ATSI,original,MASE,1.049006709446678,5
389,TAS-Female-Remanded-ATSI,adjusted,MASE,0.7619359755681818,5
390,TAS-Female-Remanded-ATSI,original,SMAPE,37.915894330565706,5
391,TAS-Female-Remanded-ATSI,adjusted,SMAPE,26.491881413672196,5
392,TAS-Female-Remanded-Non-ATSI,original,MASE,3.043545150130436,5
393,TAS-Female-Remanded-Non-ATSI,adjusted,MASE,2.0100077065298505,5
394,TAS-Female-Remanded-Non-ATSI,original,SMAPE,89.39341258330131,5
395,TAS-Female-Remanded-Non-ATSI,adjusted,SMAPE,49.59688624509522,5
396,TAS-Female-Sentenced-ATSI,original,MASE,1.4736052103462438,5
397,TAS-Female-Sentenced-ATSI,adjusted,MASE,1.66943231,5
398,TAS-Female-Sentenced-ATSI,original,SMAPE,50.49775592685313,5
399,TAS-Female-Sentenced-ATSI,adjusted,SMAPE,54.207625465091155,5
400,TAS-Female-Sentenced-Non-ATSI,original,MASE,1.776936853722643,5
401,TAS-Female-Sentenced-Non-ATSI,adjusted,MASE,1.6231323970588236,5
402,TAS-Female-Sentenced-Non-ATSI,original,SMAPE,22.32758065087686,5
403,TAS-Female-Sentenced-Non-ATSI,adjusted,SMAPE,20.350684035324623,5
404,TAS-Male-Remanded-ATSI,original,MASE,3.777774334491355,5
405,TAS-Male-Remanded-ATSI,adjusted,MASE,3.4143001527217742,5
406,TAS-Male-Remanded-ATSI,original,SMAPE,56.00268713208658,5
407,TAS-Male-Remanded-ATSI,adjusted,SMAPE,48.93754898426631,5
408,TAS-Male-Remanded-Non-ATSI,original,MASE,3.362623762376238,5
